Postal Code,Project Name,Planning Region,Planning Area,Market segment,Property Type,Postal District,Tenure Group,Latitude,Longitude,MRT Distance (km),School Distance (km),Top School Distance (km),Top School 1km,Top School 2km
266076,LEEDON GREEN,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.311534115164378,103.8031722490951,0.7763,0.5257,0.5257,1.0,1.0
238257,RIVERGATE,Central Region,Singapore River,CCR,Apartment,9,Freehold,1.290961789743762,103.8365730408089,0.302,0.9659,0.9659,1.0,1.0
276340,HOLLAND RESIDENCES,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.310927218977073,103.799276754339,0.3642,0.6237,0.6237,1.0,1.0
528465,TREASURE AT TAMPINES,East Region,Tampines,OCR,Condominium,18,99-yr,1.344093221151215,103.9463526931045,0.7864,0.978,0.978,1.0,1.0
528612,THE TAMPINES TRILLIANT,East Region,Tampines,OCR,Executive Condominium,18,99-yr,1.359976805952078,103.9396911598019,0.9582,0.1355,0.952,1.0,1.0
529942,MELVILLE PARK,East Region,Tampines,OCR,Condominium,18,99-yr,1.349626010678019,103.9590436830303,0.909,1.4311,1.7071,0.0,1.0
454852,FLAMINGO VALLEY,East Region,Bedok,OCR,Condominium,15,Freehold,1.318611071494191,103.9225589866735,1.0183,0.5049,1.843,0.0,1.0
828750,WATERWOODS,North East Region,Punggol,OCR,Executive Condominium,19,99-yr,1.391234130314387,103.9124081426927,1.7475,0.3697,1.0513,0.0,1.0
828796,RIVERPARC RESIDENCE,North East Region,Punggol,OCR,Executive Condominium,19,99-yr,1.398027964025774,103.9178992456149,1.834,0.1829,2.0115,0.0,0.0
098637,CARIBBEAN AT KEPPEL BAY,Central Region,Bukit Merah,RCR,Condominium,4,999-yr,1.267052424781122,103.8158808045453,0.5557,0.4291,2.5909,0.0,0.0
648332,THE CENTRIS,West Region,Jurong West,OCR,Apartment,22,99-yr,1.339330294034446,103.7059878540838,0.0624,0.5548,1.4907,0.0,1.0
436606,WATER PLACE,Central Region,Kallang,RCR,Condominium,15,99-yr,1.296422288780797,103.8728686989542,0.7398,1.9972,2.8755,0.0,0.0
438671,TEMBUSU GRAND,Central Region,Marine Parade,RCR,Condominium,15,99-yr,1.305529067381684,103.8971495752487,1.0245,0.0841,1.2797,0.0,1.0
098655,CARIBBEAN AT KEPPEL BAY,Central Region,Bukit Merah,RCR,Condominium,4,999-yr,1.266572831030971,103.8138527702198,0.6424,0.5967,2.5684,0.0,0.0
098414,REFLECTIONS AT KEPPEL BAY,Central Region,Bukit Merah,RCR,Condominium,4,99-yr,1.266756757641881,103.8098389992663,0.4244,0.9429,2.4599,0.0,0.0
219569,PICCADILLY GRAND,Central Region,Kallang,RCR,Apartment,8,99-yr,1.311250279155,103.8524552888325,0.233,1.8574,2.2015,0.0,0.0
427800,EVERITT EDGE,Central Region,Geylang,RCR,Apartment,15,Freehold,1.313760622487862,103.901762873018,0.6889,0.4918,1.2093,0.0,1.0
424886,MARSHALL LODGE,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.306344968102532,103.9011434074868,1.4376,0.3882,0.8429,1.0,1.0
327994,AIRSTREAM,Central Region,Kallang,RCR,Apartment,12,Freehold,1.327326614390157,103.864035551424,0.7495,0.7191,1.8079,0.0,1.0
259950,ARDMORE THREE,Central Region,Newton,CCR,Condominium,10,Freehold,1.308436154231881,103.8285967639333,0.6407,1.2196,1.2196,0.0,1.0
239426,MIRAGE TOWER,Central Region,Singapore River,CCR,Condominium,9,Freehold,1.292028974828206,103.8342559765992,0.5718,0.6928,0.6928,1.0,1.0
237973,THE ORCHARD RESIDENCES,Central Region,Orchard,CCR,Apartment,9,99-yr,1.303836915596882,103.8317078043604,0.0623,1.3031,1.3031,0.0,1.0
098369,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,Central Region,Southern Islands,CCR,Condominium,4,99-yr,1.24777842597788,103.8426064346003,2.9082,3.7804,5.2503,0.0,0.0
239197,OUE TWIN PEAKS,Central Region,River Valley,CCR,Condominium,9,99-yr,1.29916779999055,103.8334275679892,0.5509,0.9345,0.9345,1.0,1.0
398293,LOFT 33,Central Region,Geylang,RCR,Apartment,14,Freehold,1.31278422240835,103.8872008889524,0.515,0.8238,0.8238,1.0,1.0
329343,VERTICUS,Central Region,Novena,RCR,Apartment,12,Freehold,1.326356381324324,103.8506601621883,0.7811,0.8659,0.8659,1.0,1.0
439886,AMBER 45,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.302349978931127,103.9012679007679,1.5801,0.5475,0.8869,1.0,1.0
519961,ELIAS GREEN,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.370247136001284,103.9427386835732,0.7907,0.7902,1.9715,0.0,1.0
554344,THE GARDEN RESIDENCES,North East Region,Serangoon,OCR,Apartment,19,99-yr,1.365583003122619,103.8708504082784,0.7637,0.5396,0.5396,1.0,1.0
127721,BOTANNIA,West Region,Clementi,OCR,Condominium,5,Other,1.317969534036952,103.7540320974173,1.277,1.1309,1.6218,0.0,1.0
767970,THE CRITERION,North Region,Yishun,OCR,Executive Condominium,27,99-yr,1.41848533987767,103.8461089397847,1.4646,1.2603,5.2055,0.0,0.0
528691,WATERVIEW,East Region,Tampines,OCR,Condominium,18,99-yr,1.349446020003755,103.926743258406,1.3925,0.4956,0.4956,1.0,1.0
419548,EUHABITAT,East Region,Bedok,OCR,Condominium,14,99-yr,1.327304534310952,103.9077004447737,0.9023,1.2277,2.1429,0.0,0.0
538683,REGENTVILLE,North East Region,Hougang,OCR,Apartment,19,99-yr,1.37415222602817,103.878360066595,1.5963,0.7467,0.7467,1.0,1.0
547803,CASA CAMBIO,North East Region,Serangoon,OCR,Condominium,19,Freehold,1.35411619554543,103.8761797135006,0.5759,0.5002,0.8253,1.0,1.0
828755,WATERTOWN,North East Region,Punggol,OCR,Apartment,19,99-yr,1.405923084898219,103.9019239440376,0.3026,0.2137,2.323,0.0,0.0
648367,THE FLORAVALE,West Region,Jurong West,OCR,Executive Condominium,22,99-yr,1.350961440441706,103.6976948450149,1.4874,1.1305,2.7606,0.0,0.0
533872,BOTANIQUE AT BARTLEY,North East Region,Serangoon,OCR,Condominium,19,99-yr,1.342264820527461,103.8829464856385,0.3331,1.1644,1.2348,0.0,1.0
609477,THE MAYFAIR,West Region,Jurong East,OCR,Condominium,22,99-yr,1.345041790525218,103.733420522484,0.3136,0.2059,1.7036,0.0,1.0
528583,Q BAY RESIDENCES,East Region,Tampines,OCR,Condominium,18,99-yr,1.350210130287625,103.9272745736649,1.3655,0.3922,0.3922,1.0,1.0
238591,BELLE VUE RESIDENCES,Central Region,River Valley,CCR,Condominium,9,Freehold,1.296326950933115,103.8425336965469,0.4781,1.6588,1.6588,0.0,1.0
169016,ONE PEARL BANK,Central Region,Outram,RCR,Apartment,3,99-yr,1.282961486595894,103.839814598308,0.3598,1.6971,1.6971,0.0,1.0
268660,FOURTH AVENUE RESIDENCES,Central Region,Bukit Timah,CCR,Apartment,10,99-yr,1.329712564610869,103.7969960652025,0.1374,0.9168,0.9168,1.0,1.0
307465,VIVA,Central Region,Novena,CCR,Condominium,11,Freehold,1.315714279322675,103.8438540655793,0.5255,1.1412,1.1412,0.0,1.0
358453,THE POIZ RESIDENCES,Central Region,Toa Payoh,RCR,Apartment,13,99-yr,1.331858932785807,103.8683925484579,0.1055,1.0438,1.1476,0.0,1.0
266224,D'LEEDON,Central Region,Bukit Timah,CCR,Condominium,10,99-yr,1.315910241541466,103.8037643843944,0.4366,0.2353,0.2353,1.0,1.0
289731,WATTEN HOUSE,Central Region,Bukit Timah,CCR,Condominium,11,Freehold,1.32924471287252,103.8109416570692,0.5628,0.8696,0.8696,1.0,1.0
599444,THE SEN,Central Region,Bukit Timah,RCR,Condominium,21,99-yr,1.346894307572244,103.7678612184372,1.0693,2.1115,3.1984,0.0,0.0
329853,VIIO @ BALESTIER,Central Region,Novena,RCR,Apartment,12,Freehold,1.326976934859523,103.8459033190782,0.6532,0.5269,0.5269,1.0,1.0
599445,THE SEN,Central Region,Bukit Timah,RCR,Condominium,21,99-yr,1.346894307572244,103.7678612184372,1.0693,2.1115,3.1984,0.0,0.0
368237,SKY GREEN,Central Region,Geylang,RCR,Condominium,13,Freehold,1.332518468438648,103.8862288452246,0.3942,0.7066,1.451,0.0,1.0
357685,PARK COLONIAL,Central Region,Toa Payoh,RCR,Condominium,13,99-yr,1.33848269211187,103.86884654561,0.2608,0.4805,0.4805,1.0,1.0
596683,THE CREEK @ BUKIT,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.339021376929312,103.7695234235691,0.7439,2.2883,2.3241,0.0,0.0
596156,THE CREEK @ BUKIT,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.339294177930705,103.7695045745917,0.7355,2.2808,2.3543,0.0,0.0
367805,THE WOODLEIGH RESIDENCES,Central Region,Toa Payoh,RCR,Apartment,13,99-yr,1.338176888495546,103.871853473477,0.1585,0.3784,0.3784,1.0,1.0
573909,SKY HABITAT,Central Region,Bishan,RCR,Condominium,20,99-yr,1.3519880092246,103.8520427847406,0.4435,1.4735,1.7155,0.0,1.0
169423,RIVIERE,Central Region,Singapore River,RCR,Apartment,3,99-yr,1.29171194573221,103.8348461792844,0.4984,0.7624,0.7624,1.0,1.0
159026,PRINCIPAL GARDEN,Central Region,Bukit Merah,RCR,Condominium,3,99-yr,1.292547476330506,103.8210826127348,0.5816,0.7758,0.7758,1.0,1.0
573973,CLOVER BY THE PARK,Central Region,Bishan,RCR,Condominium,20,99-yr,1.359242486329976,103.8453775757039,0.9835,1.2484,1.2672,0.0,1.0
387395,PENROSE,Central Region,Geylang,RCR,Apartment,14,99-yr,1.319412781909416,103.8794959605997,0.504,0.436,0.5367,1.0,1.0
575728,FLAME TREE PARK,Central Region,Bishan,RCR,Condominium,20,Freehold,1.360990604832917,103.8289743558856,0.4745,1.6446,2.5005,0.0,0.0
596150,THE HILLFORD,Central Region,Bukit Timah,RCR,Apartment,21,Other,1.3441446820744,103.7695733398778,0.7525,2.2582,2.8935,0.0,0.0
596739,SIGNATURE PARK,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.341407897393072,103.7671769916326,0.9552,1.9938,2.5922,0.0,0.0
138642,ONE-NORTH RESIDENCES,Central Region,Queenstown,RCR,Apartment,5,99-yr,1.302204401315241,103.7899075304121,0.4491,0.5585,1.9979,0.0,1.0
428722,THE ODEON KATONG,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.304684709707137,103.9018885716314,1.5567,0.4428,0.7564,1.0,1.0
348196,SANT RITZ,Central Region,Toa Payoh,RCR,Condominium,13,99-yr,1.32964410279633,103.8692331129331,0.212,1.0148,1.359,0.0,1.0
439395,GRAND DUNMAN,Central Region,Marine Parade,RCR,Apartment,15,99-yr,1.308368903817627,103.8906672898103,0.2566,0.585,1.4354,0.0,1.0
436838,THE CONTINUUM,Central Region,Geylang,RCR,Apartment,15,Freehold,1.310997106057535,103.8957201937168,0.8444,0.4478,1.5695,0.0,1.0
439866,16 @ AMBER,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.299652269365899,103.8988292319782,1.5097,0.6068,1.2632,0.0,1.0
479262,WATERFRONT ISLE,East Region,Bedok,OCR,Condominium,16,99-yr,1.338741411074039,103.9278592177962,0.5348,0.5034,0.5034,1.0,1.0
689880,WANDERVALE,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.383801527794911,103.7498906830035,0.6377,0.4295,6.0371,0.0,0.0
768005,SYMPHONY SUITES,North Region,Yishun,OCR,Condominium,27,99-yr,1.434768994359972,103.8441729828716,1.1784,0.6254,6.9912,0.0,0.0
424177,SEVENTY SAINT PATRICK'S,East Region,Bedok,OCR,Condominium,15,Freehold,1.308128761275959,103.9150208675127,1.454,0.7717,0.7717,1.0,1.0
528577,THE ALPS RESIDENCES,East Region,Tampines,OCR,Condominium,18,99-yr,1.354634549684692,103.9297154418933,1.4111,0.1812,0.1812,1.0,1.0
466403,EASTERN LAGOON,East Region,Bedok,OCR,Condominium,16,Freehold,1.313924505658975,103.9347036666116,1.2353,0.5025,2.5555,0.0,0.0
534785,MIDTOWN RESIDENCES,North East Region,Hougang,OCR,Apartment,19,99-yr,1.370735882857099,103.8951208050464,0.3052,0.3837,0.6309,1.0,1.0
548193,KOVAN MELODY,North East Region,Hougang,OCR,Condominium,19,99-yr,1.360356664706206,103.8836370166493,0.2286,0.6472,1.2768,0.0,1.0
768008,SYMPHONY SUITES,North Region,Yishun,OCR,Condominium,27,99-yr,1.434887996130139,103.8446134611645,1.2274,0.6518,6.9788,0.0,0.0
767952,THE VISIONAIRE,North Region,Sembawang,OCR,Executive Condominium,27,99-yr,1.446370863956602,103.8265511140679,0.5291,0.5454,8.7502,0.0,0.0
128994,WATERFRONT @ FABER,West Region,Clementi,OCR,Apartment,5,99-yr,1.323704187896506,103.7549010140358,1.4832,1.5275,1.6458,0.0,1.0
797478,RIVERBANK @ FERNVALE,North East Region,Sengkang,OCR,Condominium,28,99-yr,1.394561041675145,103.8815805647102,1.5695,0.4946,1.7667,0.0,1.0
828699,ECOPOLITAN,North East Region,Punggol,OCR,Executive Condominium,19,99-yr,1.400560562109052,103.897370287547,0.6168,0.8118,1.9035,0.0,1.0
538864,THE FLORENCE RESIDENCES,North East Region,Hougang,OCR,Apartment,19,99-yr,1.366623140842839,103.8861324388675,0.7327,0.4154,0.8972,1.0,1.0
544811,RIVERSOUND RESIDENCE,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.381284454557011,103.9028775658408,1.133,0.5058,0.5058,1.0,1.0
544727,KOVAN REGENCY,North East Region,Hougang,OCR,Condominium,19,99-yr,1.363150806460343,103.8850518350998,0.3516,0.8012,1.0271,0.0,1.0
648130,LAKE GRANDE,West Region,Jurong West,OCR,Condominium,22,99-yr,1.34611746551281,103.7240230372005,0.3891,0.5547,0.9555,1.0,1.0
587975,SPRINGDALE CONDOMINIUM,West Region,Bukit Panjang,OCR,Condominium,21,999-yr,1.348923936879162,103.7718383382362,0.9419,2.5946,3.4417,0.0,0.0
506864,THE INFLORA,East Region,Pasir Ris,OCR,Condominium,17,99-yr,1.356664330391439,103.9661228184669,1.186,1.2215,2.5045,0.0,0.0
544585,RIVERCOVE RESIDENCES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.392029495827453,103.883740378556,1.294,0.3844,1.6412,0.0,1.0
448872,SEASIDE RESIDENCES,East Region,Bedok,OCR,Apartment,15,99-yr,1.307523216656392,103.9270801217651,1.8581,1.4381,2.0619,0.0,0.0
554345,THE GARDEN RESIDENCES,North East Region,Serangoon,OCR,Apartment,19,99-yr,1.365696702475139,103.8705490955493,0.7345,0.5246,0.5246,1.0,1.0
767949,THE VISIONAIRE,North Region,Sembawang,OCR,Executive Condominium,27,99-yr,1.445843617880599,103.8260154226062,0.5359,0.5712,8.7149,0.0,0.0
544705,LA FIESTA,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.389950658499351,103.89561862771,0.1778,0.4441,1.1725,0.0,1.0
128021,NEWEST,West Region,Clementi,OCR,Apartment,5,Other,1.316413218925117,103.7574512635711,0.8697,0.7234,1.2563,0.0,1.0
648361,THE FLORAVALE,West Region,Jurong West,OCR,Executive Condominium,22,99-yr,1.350767245794087,103.6961286782651,1.4712,1.2544,2.9041,0.0,0.0
738084,NORTHOAKS,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.444960952061413,103.80686846603,0.8144,1.378,9.5647,0.0,0.0
679276,NARRA RESIDENCES,West Region,Bukit Panjang,OCR,Apartment,23,99-yr,1.367616398502119,103.7747370842044,0.9992,1.5299,5.5434,0.0,0.0
508829,COASTAL CABANA,East Region,Pasir Ris,OCR,Executive Condominium,17,99-yr,1.376123964175965,103.9571264844454,0.9372,0.5207,3.0007,0.0,0.0
508834,COASTAL CABANA,East Region,Pasir Ris,OCR,Executive Condominium,17,99-yr,1.376360407745019,103.9566063747017,0.8942,0.5836,2.9962,0.0,0.0
529602,ARC AT TAMPINES,East Region,Tampines,OCR,Executive Condominium,18,99-yr,1.350280583159766,103.9285711950205,1.2361,0.3197,0.3197,1.0,1.0
658881,PARKVIEW APARTMENTS,West Region,Bukit Batok,OCR,Apartment,23,99-yr,1.341425204779717,103.7599664383929,1.432,1.1964,2.7621,0.0,0.0
619613,THE LAKEGARDEN RESIDENCES,West Region,Jurong East,OCR,Apartment,22,99-yr,1.335788242390715,103.7255937465532,1.0656,0.7706,0.7706,1.0,1.0
757713,SUN PLAZA,North Region,Sembawang,OCR,Apartment,27,99-yr,1.448196666237889,103.8194986342745,0.113,0.2446,9.2262,0.0,0.0
465460,ECO,East Region,Bedok,OCR,Condominium,16,99-yr,1.322931185966596,103.9451256021451,0.4927,0.2793,2.5674,0.0,0.0
547837,PIN MANSIONS,North East Region,Hougang,OCR,Apartment,19,Freehold,1.364544415936025,103.8859434166465,0.5007,0.644,0.906,1.0,1.0
544652,BELLEWATERS,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.399500626350741,103.8904463772033,1.0417,0.3148,2.2686,0.0,0.0
567745,GRANDEUR 8,North East Region,Ang Mo Kio,OCR,Condominium,20,99-yr,1.375544527085731,103.8475462177498,0.6632,0.5666,0.681,1.0,1.0
768060,SKIES MILTONIA,North Region,Yishun,OCR,Condominium,27,99-yr,1.418649512211525,103.848111972742,1.688,1.3263,5.1973,0.0,0.0
537643,THE PROMENADE@PELIKAT,North East Region,Hougang,OCR,Apartment,19,Freehold,1.355309041782432,103.8878571832613,0.5805,1.11,1.2949,0.0,1.0
457406,VILLA MARINA,East Region,Bedok,OCR,Condominium,15,99-yr,1.311398228229085,103.9274780246914,1.4264,1.0699,2.1974,0.0,0.0
518091,SEA HORIZON,East Region,Pasir Ris,OCR,Executive Condominium,18,99-yr,1.376358304137348,103.9587709955034,1.1177,0.3593,3.116,0.0,0.0
508827,COASTAL CABANA,East Region,Pasir Ris,OCR,Executive Condominium,17,99-yr,1.376381157605275,103.9573278436599,0.9687,0.5079,3.0366,0.0,0.0
597775,NAVA GROVE,Central Region,Bukit Timah,RCR,Condominium,21,99-yr,1.319711034118939,103.7751027712464,1.0033,0.4039,0.4039,1.0,1.0
118993,TERRA HILL,Central Region,Queenstown,RCR,Apartment,5,Freehold,1.278404282002916,103.7939783545639,0.3827,1.8798,1.8798,0.0,1.0
508826,COASTAL CABANA,East Region,Pasir Ris,OCR,Executive Condominium,17,99-yr,1.376375431462534,103.9571172182957,0.9469,0.5299,3.0247,0.0,0.0
436846,THE CONTINUUM,Central Region,Geylang,RCR,Apartment,15,Freehold,1.310997106057535,103.8957201937168,0.8444,0.4478,1.5695,0.0,1.0
738975,NORWOOD GRAND,North Region,Woodlands,OCR,Apartment,25,99-yr,1.42853654796475,103.7908366981801,0.8978,0.8957,9.2428,0.0,0.0
139817,BLOOMSBURY RESIDENCES,Central Region,Queenstown,RCR,Apartment,5,99-yr,1.294442359840532,103.7951287463192,0.961,0.4021,1.2219,0.0,1.0
258461,NASSIM PARK RESIDENCES,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.307112204255594,103.8235403037913,1.029,0.659,0.659,1.0,1.0
249565,SPRING GROVE,Central Region,Tanglin,CCR,Condominium,10,99-yr,1.298109823074459,103.8277126851773,0.8249,0.6028,0.6028,1.0,1.0
188945,THE M,Central Region,Downtown Core,CCR,Apartment,7,99-yr,1.297714856688135,103.855719676504,0.3064,2.4416,3.125,0.0,0.0
068814,V ON SHENTON,Central Region,Downtown Core,CCR,Apartment,1,99-yr,1.277083407076311,103.8491813435475,0.0887,2.9204,2.9204,0.0,0.0
248289,RV SUITES,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.295605203035591,103.8294069383236,0.9834,0.3561,0.3561,1.0,1.0
238213,WATERMARK ROBERTSON QUAY,Central Region,Singapore River,CCR,Apartment,9,Freehold,1.290372994354445,103.8380111677591,0.1687,1.1361,1.1361,0.0,1.0
268685,THE FORD @ HOLLAND,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.313515061533601,103.7936897422521,0.3224,0.7863,0.9274,1.0,1.0
228606,KOPAR AT NEWTON,Central Region,Novena,CCR,Apartment,9,99-yr,1.312413821053875,103.8413821365072,0.4442,1.0457,1.0457,0.0,1.0
238351,VILLE ROYALE,Central Region,River Valley,CCR,Condominium,9,Freehold,1.295989650787246,103.8412619305228,0.5327,1.5125,1.5125,0.0,1.0
338517,EIGHT RIVERSUITES,Central Region,Kallang,RCR,Condominium,12,99-yr,1.321820407466112,103.8647441347118,0.4241,0.151,2.19,0.0,0.0
596744,SIGNATURE PARK,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.342227235404473,103.7697569330418,0.6744,2.2752,2.6814,0.0,0.0
544804,AUSTVILLE RESIDENCES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.38096575616661,103.9008202986453,0.9118,0.6725,0.6725,1.0,1.0
689575,YEW MEI GREEN,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.395253985175197,103.7513114977822,0.5027,1.7012,7.2032,0.0,0.0
788879,HILLOCK GREEN,North East Region,Ang Mo Kio,OCR,Apartment,26,99-yr,1.385096319486065,103.833849401084,0.1555,0.7067,2.4466,0.0,0.0
788877,HILLOCK GREEN,North East Region,Ang Mo Kio,OCR,Apartment,26,99-yr,1.385096319486065,103.833849401084,0.1555,0.7067,2.4466,0.0,0.0
465524,CASA MERAH,East Region,Bedok,OCR,Apartment,16,99-yr,1.329742066321526,103.9456704242307,0.2937,0.495,2.3263,0.0,0.0
528487,TREASURE AT TAMPINES,East Region,Tampines,OCR,Condominium,18,99-yr,1.345085614536491,103.9479509543739,0.6379,0.9416,0.9416,1.0,1.0
649413,THE LAKESHORE,West Region,Jurong West,OCR,Condominium,22,99-yr,1.346260668535249,103.722832489094,0.2952,0.4651,0.9055,1.0,1.0
529946,MELVILLE PARK,East Region,Tampines,OCR,Condominium,18,99-yr,1.348019575965506,103.958186165132,0.7575,1.4693,1.659,0.0,1.0
797486,LUSH ACRES,North East Region,Sengkang,OCR,Executive Condominium,28,99-yr,1.395313528331153,103.879774193503,1.784,0.5049,1.7751,0.0,1.0
554343,THE GARDEN RESIDENCES,North East Region,Serangoon,OCR,Apartment,19,99-yr,1.366206959870255,103.8704053077349,0.7365,0.4674,0.4674,1.0,1.0
128808,THE TRILINQ,West Region,Clementi,OCR,Condominium,5,99-yr,1.318822050542533,103.7619254312306,0.5414,0.7383,0.7481,1.0,1.0
828770,TWIN WATERFALLS,North East Region,Punggol,OCR,Executive Condominium,19,99-yr,1.402764460418729,103.8973787954699,0.5427,0.6303,2.1249,0.0,0.0
518184,RIPPLE BAY,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.377279878435897,103.960995134049,1.385,0.2774,3.3373,0.0,0.0
518210,LIVIA,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.372801493854496,103.9443092006492,0.5532,0.5732,2.2511,0.0,0.0
544630,TREASURE CREST,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.398621411765463,103.892635409596,0.8451,0.3299,2.0285,0.0,0.0
797391,PARC BOTANNIA,North East Region,Sengkang,OCR,Condominium,28,99-yr,1.398435232832472,103.8751250025303,2.3779,0.6525,2.0455,0.0,0.0
469876,VELA BAY,East Region,Bedok,OCR,Apartment,16,99-yr,1.312077264293276,103.9415878882992,1.7619,1.0913,3.1147,0.0,0.0
533856,STARS OF KOVAN,North East Region,Hougang,OCR,Apartment,19,99-yr,1.361252263393264,103.8872309510295,0.219,0.8757,0.8757,1.0,1.0
738081,NORTHOAKS,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.444875695936639,103.8060257084837,0.7351,1.2856,9.6069,0.0,0.0
737709,NORTHWAVE,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.443677585398734,103.8110040934594,1.1649,1.2113,9.2046,0.0,0.0
509034,WATERCREST,East Region,Pasir Ris,OCR,Condominium,17,999-yr,1.377650513037575,103.9577151872081,1.0687,0.5347,3.1809,0.0,0.0
769305,THE COMMODORE,North Region,Sembawang,OCR,Condominium,27,99-yr,1.441225258367921,103.8273766219229,0.3423,0.47,8.1806,0.0,0.0
465424,URBAN VISTA,East Region,Bedok,OCR,Condominium,16,99-yr,1.327246018199999,103.9441040900412,0.2497,0.299,2.2484,0.0,0.0
